agent_name,county,residential_holiday,description,displayable_address,latitude,listing_id,listing_status,longitude,new_home,num_bathrooms,num_bedrooms,price,property_type,street_name
Chimney Pots Online,Hampshire,R,"Key features:Brand New Park Home2 Double BedroomsMains GasIntegrated Kitchen AppliancesLuxurious BathroomDormer over Feature DoorFull description:A delightful Brand New Park Home located on the much sort after Avondale Park in the village of Colden Common. The property benefits from 2 Double Bedrooms, Mains Gas, Fitted Kitchen & Appliances, Shower over Bath and Fitted Wardrobes in the bedrooms.DescriptionHallwayCarpet. Exterior Door. Radiator. Smoke Detector.Lounge12' x 12' (3.66m x 3.66m) Front Box Bay Window. Radiator. Wall Hung Electric Fire. Carpet & Curtains. 2 x Double Settees. Exterior Door & Feature Full Length Window. T.V. And Power Points.Kitchen/ Diner12' x 8' (3.66m x 2.44m) Fitted Wall & Base Units in High Gloss Ivory. Stainless Steel Sink. Integrated Fridge Freezer & Dish Washer. Built In Natural Gas Hob & Electric Oven. Lino and Carpet Floor Covering. Silver Venetian Blind over Kitchen Window. Curtains over Diner Window. Inset Ceiling Spot Lights. Chrome Towel Rail. Carbon Monoxide Alarm. Power Points.Master Bedroom12' x 8' 4"" (3.66m x 2.54m) Carpet & Lined Curtains. Double Bed & Headboard. Built In Wardrobes and Drawer Unit in Almond. Large Mirror above Dresser. 2 x Bedside Cabinets. Radiator. T.V. Point & Power points.Bedroom8' x 8' (2.44m x 2.44m) Carpet & Lined Curtains. Double Bed & Headboard. Built In Double Wardrobe & Drawer Unit in Almond. Radiator. Power Points.Bathroom4' 7"" x 8' 3"" (1.40m x 2.51m) Part Tiled. White Suite comprising W.C. Hand Basin & Bath. Shower over Bath with Screen. Inset Ceiling Spot Lights. Towel Rail. Extractor Fan. Silver Venetian Blind over Window. Lino Floor Covering.OutsideOff White in Colour with Charcoal Grey Roof. Open Plan Garden mainly laid to Lawn. Brick Built Step with Wooden Handrail to Main Hallway Door. Dormer over Hallway Door with Inset Lights above.Additional InformationPitch Fee £175.94 P.C.M. Council Tax Band A currently £977.98. No Age Restrictions. Unfortunately No Cats or Dogs. Use of Brick Built Utility Shed with Power & Plumbing for Washing Machine.For further information or to organise a viewing, please contact the office on .","Avondale Park, Colden Common, Winchester, Hampshire SO21",50.995926,26772912,sale,-1.312964,,0,2,119000,Mobile/park home,Avondale Park Colden Common WINCHESTER
William H Brown,Norfolk,H,"SummaryA well presented detached timber park home with complete finish throughout. Viewing's are essential to appreciate this modern finish park home.DescriptionA well presented detached timber park home with complete finish throughout. Viewing's are essential to appreciate this modern finish park home.Entrance Hall L shaped room with double glazed front door and radiator.Open Plan Living Room 19' 5"" x 19' 2"" ( 5.92m x 5.84m )Offering sitting, dining and kitchen space. Enjoys triple aspect, with two sets of double glazed doors, tall double glazed window panels, double glazed window and roof light. Recessed lighting to vaulted ceiling, two radiators. To one side:Kitchenette Fitted base and wall units, island unit, divides off from the living space. Feature lighting beneath base units. Work surfaces including stainless steel sink, gas hob and oven, with cooker hood above.Utility Room 6' 4"" x 6' 4"" ( 1.93m x 1.93m )Opening off the hallway with fitted base and wall units, space for washing machine, double glazed window and door to cupboard.Master Bedroom Suite 11' 6"" x 9' 4"" ( 3.51m x 2.84m )With double glazed window, recessed lighting and opening to:Dressing Area With dressing table, range of clothing hanging space and shelving units. Door to:En Suite  With double glazed window, recessed lighting, radiator, wash hand basin and shower cubicle.Bedroom 9' 4"" x 8' 8"" ( 2.84m x 2.64m )With double glazed window, fitted wardrobe, overhead cupboards full width and radiator.Bathroom Partly tiled with wash hand basin, WC and bath with shower over. Recessed lighting.Outside Decking and terrace with balustrade to two sides, with stepped approach.1. Money laundering regulations: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale.2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property.3. Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully before ordering carpets or any built-in furniture.4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase.5. These particulars are issued in good faith but do not constitute representations of fact or form part of any offer or contract. The matters referred to in these particulars should be independently verified by prospective buyers or tenants. Neither sequence (UK) limited nor any of its employees or agents has any authority to make or give any representation or warranty whatever in relation to this property.","Bacton Road, North Walsham NR28",52.826347,32096196,sale,1.3943644,,0,2,125000,Bungalow,Bacton Road North Walsham
William H Brown,Norfolk,H,"SummaryWe are pleased to offer this well presented park home for sale, offering two bedrooms, modern kitchen and bathroom and outside decking area. The property is located on the outskirts of the popular market town of North Walsham with easy access to the town centre and not far from the coast.DescriptionWe are pleased to offer this well presented park home for sale, offering two bedrooms, modern kitchen and bathroom and outside decking area. The park offers a heated outdoor swimming pool, brand new gym and salon and security gates to enter so is not accessible to others.The property is located on the outskirts of the popular market town of North Walsham with easy access to the town centre and not far from the coast.Kitchen 12' 9"" x 9' 3"" ( 3.89m x 2.82m )Fully fitted with cupboards, eye level double oven and 5 ring hob with cookerhood above, washing machine and tumbledyer (could be left if wanted) fridge and freezer, radiator, patio doors to decked entrance and double doors to lounge,Lounge 12' 11"" x 12' 10"" ( 3.94m x 3.91m )Triple aspect with UPVC double glazed windows, radiator, French doors to decking, TV point and feature fireplace.Inner Hallway Access to bedrooms and bathroom and radiator.Bathroom Bath with shower over, vanity unit with wash hand basin, WC, shaver point, electric heated towel radiator, UPVC double glazed window.Bedroom 9' 3"" x 8' ( 2.82m x 2.44m )With UPVC double glazed bay window, fitted bedroom furniture, walk-in wardrobe cupboard with hanging space and shelving, ensuite cloakroom with WC and wash hand basin.Bedroom 5' 4"" x 9' 5"" ( 1.63m x 2.87m )With UPVC double glazed window, fitted bedroom furniture with vanity area, wardrobes and cupboards, radiator.1. Money laundering regulations: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale.2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property.3. Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully before ordering carpets or any built-in furniture.4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase.5. These particulars are issued in good faith but do not constitute representations of fact or form part of any offer or contract. The matters referred to in these particulars should be independently verified by prospective buyers or tenants. Neither sequence (UK) limited nor any of its employees or agents has any authority to make or give any representation or warranty whatever in relation to this property.","Bacton Road, North Walsham NR28",52.826347,37553481,sale,1.3943644,,0,2,29950,Mobile/park home,Bacton Road North Walsham
Connells,Southampton,R,"Summary* One Bedroom Mobile Home * Popular Site * Very Well Presented * Open Plan Lounge through to Kitchen * En Suite Shower Room * Off Road Parking * Private Garden * Pet Considered * No Forward ChaindescriptionSituated on a popular site in North Baddesley, this well presented one bedroom mobile home benefits from a 14ft lounge open through to a modern fitted kitchen, en suite shower room, private garden and off road parking. The property is offered with no forward chain and we recommend an internal viewing to fully appreciate the accommodation.Lounge 14' 6"" x 9' 3"" ( 4.42m x 2.82m )Double glazed windows to front and side, double glazed door to side, radiator.Kitchen 11' 6"" x 9' 6"" ( 3.51m x 2.90m )Fitted kitchen comprising wall and base level units with work surfaces over and stainless steel sink drainer unit inset. Space for cooker, space and plumbing for fridge freezer, wall mounted central heating boiler, radiator, partly tiled, laminate flooring. Double glazed windows to either side.Bedroom 9' 9"" x 8' 7"" ( 2.97m x 2.62m )Double glazed window to side, built in wardrobe, radiator, textured and coved ceiling.En Suite Shower Room Shower cubicle, wash hand basin, WC, extractor, fan, radiator, fully tiled. Double glazed window to rear.Rear Garden Low maintenance garden laid to shingle with raised decked area, pond and rockery. There is a large wooden shed and the garden is enclosed by fencing.DirectionsFrom Eastleigh Railway Station continue over Station Hill, at the roundabout take the second exit onto Twyford Road and continue to the end. At the roundabout take the third exit onto Allbrook Way, at the next roundabout take the third exit signposted Chandlers Ford Station. Follow the road round, go straight over the roundabout continuing over the motorway, take the first exit from the next roundabout onto Winchester Road, take the third right onto Hiltingbury Road. Follow Hiltingbury Road to the end, at the crossroads with the traffic lights continue straight over onto Baddesley Road, take your sixth right into King Edward Park.1. Money laundering regulations - Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale.2. These particulars do not constitute part or all of an offer or contract.3. The measurements indicated are supplied for guidance only and as such must be considered incorrect.4. Potential buyers are advised to recheck the measurements before committing to any expense.5. Connells has not tested any apparatus, equipment, fixtures, fittings or services and it is the buyers interests to check the working condition of any appliances.6. Connells has not sought to verify the legal title of the property and the buyers must obtain verification from their solicitor.","Baddesley Road, North Baddesley, Southampton SO52",50.995792,35622315,sale,-1.401643,,0,1,79950,Mobile/park home,Baddesley Road North Baddesley Southampton
Paul Hubbard Estate Agents,Suffolk,H,"About the holiday home There are multiple benefits of owning your very own holiday home. You don't have to worry about booking ahead of time- meaning you can escape at a moment's notice, and have the opportunity to build long lasting friendships with other owners over the years.This sense of community is what attracts new owners to Kessingland Beach Holiday Park.The park, set right against the coast with direct beach access, is in an ideal position for families who'd like to holiday in a beautiful British seaside location.As well as the fantastic 12 months owner session (rarely seen at other parks). Kessingland Beach offers owners free use of all facilities, from the indoor and outdoor pools, to the show bar and kids clubs, with regular owners events planned throughout the year.Both static caravan holiday homes and luxury lodges are available to purchase with prices from£14, 995 on caravans and £74, 995 for lodges.Alternatively finance is available with just a 10% deposit to spread the cost over a longer period. One of the most common questions that people ask themselves before becoming an owner is ""can I afford it "".Kessingland Beach offer a guaranteed letting scheme where the park will guarantee an income by letting your holiday home out for a few weeks a year which will help towards your running costs.Whether you choose holiday home or lodge, all the creature comforts you'd expect for a relaxing holiday are included. Caravan models have luxury fittings, central heating, a full kitchen and sleep up to eight people through the use of pull-out beds. Lodges are double glazed and central heated, with free standing furniture, built in appliances, walk in wardrobes, baths and front patio doors leading to a verandah. They really are a home away from home and quite the antidote to urban living.If the weekend escape appeals to you and having more quality time with your family are important then this is the place for you….. everything you need to start your holiday home including:  • 2015 Site fees• Safety Tests• Smoke Alarm + Co2 Alarms• Steps + Handrails• Ramtech Security System• Full valet inside and out• TV ArielYour very own beach retreat price includes  2015 Standard Pitch fees includedSiting and connections includedSteps and handrailDouble Glazing and Central HeatingGas connectionDigital TV aerial and Fridge and Axle JacksWater connectionFire extinguisher and Smoke AlarmCurrent sewage and water ratesElectricity connectionCurrent Insurance ratesRamtech systemVatSublet options available ","Beach Road, Kessingland, Lowestoft NR33",52.40974,37587120,sale,1.727085,,1,2,39995,Mobile/park home,Beach Road
Paul Hubbard Estate Agents,Suffolk,H,"About the holiday home There are multiple benefits of owning your very own holiday home. You don't have to worry about booking ahead of time- meaning you can escape at a moment's notice, and have the opportunity to build long lasting friendships with other owners over the years.This sense of community is what attracts new owners to Kessingland Beach Holiday Park.The park, set right against the coast with direct beach access, is in an ideal position for families who'd like to holiday in a beautiful British seaside location.As well as the fantastic 12 months owner session (rarely seen at other parks). Kessingland Beach offers owners free use of all facilities, from the indoor and outdoor pools, to the show bar and kids clubs, with regular owners events planned throughout the year.Both static caravan holiday homes and luxury lodges are available to purchase with prices from£14, 995 on caravans and £74, 995 for lodges.Alternatively finance is available with just a 10% deposit to spread the cost over a longer period. One of the most common questions that people ask themselves before becoming an owner is ""can I afford it "".Kessingland Beach offer a guaranteed letting scheme where the park will guarantee an income by letting your holiday home out for a few weeks a year which will help towards your running costs.Whether you choose holiday home or lodge, all the creature comforts you'd expect for a relaxing holiday are included. Caravan models have luxury fittings, central heating, a full kitchen and sleep up to eight people through the use of pull-out beds. Lodges are double glazed and central heated, with free standing furniture, built in appliances, walk in wardrobes, baths and front patio doors leading to a verandah. They really are a home away from home and quite the antidote to urban living.If the weekend escape appeals to you and having more quality time with your family are important then this is the place for you….. everything you need to start your holiday home including:  • 2015 Site fees• Safety Tests• Smoke Alarm + Co2 Alarms• Steps + Handrails• Ramtech Security System• Full valet inside and out• TV ArielYour very own beach retreat price includes  2015 Standard Pitch fees includedSiting and connections includedSteps and handrailDouble Glazing and Central HeatingGas connectionDigital TV aerial and Fridge and Axle JacksWater connectionFire extinguisher and Smoke AlarmCurrent sewage and water ratesElectricity connectionCurrent Insurance ratesRamtech systemVatSublet options available ","Beach Road, Kessingland, Lowestoft NR33",52.40974,37657550,sale,1.727085,,1,2,39995,Mobile/park home,Beach Road
Paul Hubbard Estate Agents,Suffolk,H,"About the holiday home There are multiple benefits of owning your very own holiday home. You don't have to worry about booking ahead of time- meaning you can escape at a moment's notice, and have the opportunity to build long lasting friendships with other owners over the years.This sense of community is what attracts new owners to Kessingland Beach Holiday Park.The park, set right against the coast with direct beach access, is in an ideal position for families who'd like to holiday in a beautiful British seaside location.As well as the fantastic 12 months owner session (rarely seen at other parks). Kessingland Beach offers owners free use of all facilities, from the indoor and outdoor pools, to the show bar and kids clubs, with regular owners events planned throughout the year.Both static caravan holiday homes and luxury lodges are available to purchase with prices from£14, 995 on caravans and £74, 995 for lodges.Alternatively finance is available with just a 10% deposit to spread the cost over a longer period. One of the most common questions that people ask themselves before becoming an owner is ""can I afford it "".Kessingland Beach offer a guaranteed letting scheme where the park will guarantee an income by letting your holiday home out for a few weeks a year which will help towards your running costs.Whether you choose holiday home or lodge, all the creature comforts you'd expect for a relaxing holiday are included. Caravan models have luxury fittings, central heating, a full kitchen and sleep up to eight people through the use of pull-out beds. Lodges are double glazed and central heated, with free standing furniture, built in appliances, walk in wardrobes, baths and front patio doors leading to a verandah. They really are a home away from home and quite the antidote to urban living.If the weekend escape appeals to you and having more quality time with your family are important then this is the place for you….. everything you need to start your holiday home including:  • 2015 Site fees• Safety Tests• Smoke Alarm + Co2 Alarms• Steps + Handrails• Ramtech Security System• Full valet inside and out• TV ArielYour very own beach retreat price includes  2015 Standard Pitch fees includedSiting and connections includedSteps and handrailDouble Glazing and Central HeatingGas connectionDigital TV aerial and Fridge and Axle JacksWater connectionFire extinguisher and Smoke AlarmCurrent sewage and water ratesElectricity connectionCurrent Insurance ratesRamtech systemVatDecking / Veranda available ","Beach Road, Kessingland, Lowestoft NR33",52.40974,37587119,sale,1.727085,,1,3,39995,Mobile/park home,Beach Road
Paul Hubbard Estate Agents,Suffolk,H,"About the holiday home There are multiple benefits of owning your very own holiday home. You don't have to worry about booking ahead of time- meaning you can escape at a moment's notice, and have the opportunity to build long lasting friendships with other owners over the years.This sense of community is what attracts new owners to Kessingland Beach Holiday Park.The park, set right against the coast with direct beach access, is in an ideal position for families who'd like to holiday in a beautiful British seaside location.As well as the fantastic 12 months owner session (rarely seen at other parks). Kessingland Beach offers owners free use of all facilities, from the indoor and outdoor pools, to the show bar and kids clubs, with regular owners events planned throughout the year.Both static caravan holiday homes and luxury lodges are available to purchase with prices from£14, 995 on caravans and £74, 995 for lodges.Alternatively finance is available with just a 10% deposit to spread the cost over a longer period. One of the most common questions that people ask themselves before becoming an owner is ""can I afford it "".Kessingland Beach offer a guaranteed letting scheme where the park will guarantee an income by letting your holiday home out for a few weeks a year which will help towards your running costs.Whether you choose holiday home or lodge, all the creature comforts you'd expect for a relaxing holiday are included. Caravan models have luxury fittings, central heating, a full kitchen and sleep up to eight people through the use of pull-out beds. Lodges are double glazed and central heated, with free standing furniture, built in appliances, walk in wardrobes, baths and front patio doors leading to a verandah. They really are a home away from home and quite the antidote to urban living.If the weekend escape appeals to you and having more quality time with your family are important then this is the place for you….. everything you need to start your holiday home including:  • 2015 Site fees• Safety Tests• Smoke Alarm + Co2 Alarms• Steps + Handrails• Ramtech Security System• Full valet inside and out• TV ArielYour very own beach retreat price includes  2015 Standard Pitch fees includedSiting and connections includedSteps and handrailDouble Glazing and Central HeatingGas connectionDigital TV aerial and Fridge and Axle JacksWater connectionFire extinguisher and Smoke AlarmCurrent sewage and water ratesElectricity connectionCurrent Insurance ratesRamtech systemVatDecking / Veranda available ","Beach Road, Kessingland, Lowestoft NR33",52.40974,37657548,sale,1.727085,,1,2,29995,Mobile/park home,Beach Road
Paul Hubbard Estate Agents,Suffolk,H,"About the holiday home There are multiple benefits of owning your very own holiday home. You don't have to worry about booking ahead of time- meaning you can escape at a moment's notice, and have the opportunity to build long lasting friendships with other owners over the years.This sense of community is what attracts new owners to Kessingland Beach Holiday Park.The park, set right against the coast with direct beach access, is in an ideal position for families who'd like to holiday in a beautiful British seaside location.As well as the fantastic 12 months owner session (rarely seen at other parks). Kessingland Beach offers owners free use of all facilities, from the indoor and outdoor pools, to the show bar and kids clubs, with regular owners events planned throughout the year.Both static caravan holiday homes and luxury lodges are available to purchase with prices from£14, 995 on caravans and £74, 995 for lodges.Alternatively finance is available with just a 10% deposit to spread the cost over a longer period. One of the most common questions that people ask themselves before becoming an owner is ""can I afford it "".Kessingland Beach offer a guaranteed letting scheme where the park will guarantee an income by letting your holiday home out for a few weeks a year which will help towards your running costs.Whether you choose holiday home or lodge, all the creature comforts you'd expect for a relaxing holiday are included. Caravan models have luxury fittings, central heating, a full kitchen and sleep up to eight people through the use of pull-out beds. Lodges are double glazed and central heated, with free standing furniture, built in appliances, walk in wardrobes, baths and front patio doors leading to a verandah. They really are a home away from home and quite the antidote to urban living.If the weekend escape appeals to you and having more quality time with your family are important then this is the place for you….. everything you need to start your holiday home including:  • 2015 Site fees• Safety Tests• Smoke Alarm + Co2 Alarms• Steps + Handrails• Ramtech Security System• Full valet inside and out• TV ArielYour very own beach retreat price includes  2015 Standard Pitch fees includedSteps and handrailRamtech systemDecking / Veranda available ","Beach Road, Kessingland, Lowestoft NR33",52.40974,37657551,sale,1.727085,,1,3,24995,Mobile/park home,Beach Road
Paul Hubbard Estate Agents,Suffolk,H,"About the holiday home There are multiple benefits of owning your very own holiday home. You don't have to worry about booking ahead of time- meaning you can escape at a moment's notice, and have the opportunity to build long lasting friendships with other owners over the years.This sense of community is what attracts new owners to Kessingland Beach Holiday Park.The park, set right against the coast with direct beach access, is in an ideal position for families who'd like to holiday in a beautiful British seaside location.As well as the fantastic 12 months owner session (rarely seen at other parks). Kessingland Beach offers owners free use of all facilities, from the indoor and outdoor pools, to the show bar and kids clubs, with regular owners events planned throughout the year.Both static caravan holiday homes and luxury lodges are available to purchase with prices from£14, 995 on caravans and £74, 995 for lodges.Alternatively finance is available with just a 10% deposit to spread the cost over a longer period. One of the most common questions that people ask themselves before becoming an owner is ""can I afford it "".Kessingland Beach offer a guaranteed letting scheme where the park will guarantee an income by letting your holiday home out for a few weeks a year which will help towards your running costs.Whether you choose holiday home or lodge, all the creature comforts you'd expect for a relaxing holiday are included. Caravan models have luxury fittings, central heating, a full kitchen and sleep up to eight people through the use of pull-out beds. Lodges are double glazed and central heated, with free standing furniture, built in appliances, walk in wardrobes, baths and front patio doors leading to a verandah. They really are a home away from home and quite the antidote to urban living.If the weekend escape appeals to you and having more quality time with your family are important then this is the place for you….. everything you need to start your holiday home including:  • 2015 Site fees• Safety Tests• Smoke Alarm + Co2 Alarms• Steps + Handrails• Ramtech Security System• Full valet inside and out• TV ArielYour very own beach retreat price includes  2015 Standard Pitch fees includedSiting and connections includedSteps and handrailDouble Glazing and Central HeatingGas connectionDigital TV aerial and Fridge and Axle JacksWater connectionFire extinguisher and Smoke AlarmCurrent sewage and water ratesElectricity connectionCurrent Insurance ratesRamtech systemVatSublet options available ","Beach Road, Kessingland, Lowestoft NR33",52.40974,37657549,sale,1.727085,,1,3,16995,Mobile/park home,Beach Road
Paul Hubbard Estate Agents,Suffolk,H,"About the holiday home  Brand new modelLuxurious front opening doors with large lounge consisting of freestanding furnituredining table and chairs Kitchen finished to a high standardlarge master bedroom with en-suiteseparate shower room and WCA must see the perfect Holiday home for families or couplesA busy Holiday park, for all ages to enjoy:Park Facilities• Great entertainment – Also Kids Club• Indoor + Outdoor pool including indoor spa bath & Children's pool• Wide range of delicious foods try our Traditional Fish and Chip Shop or boathouse restaurant• Sports and Water activities• Big Name Acts• Safe Environment with our 24 hour Security• Local Attractions – Southwold, Cromer, Great Yarmouth, Norfolk, Suffolk Coast, Beach, Norfolk Broads, Norwich, Cambridge, Ipswich, Newmarket• Stunning views including sea views and the peaceful nature reserve• Free wifi in our Boathouse Restaurant• *12 month season everything you need to start your holiday home including:  • 2015 Site fees• Safety Tests• Smoke Alarm + Co2 Alarms• Steps + Handrails• Ramtech Security System• Full valet inside and out• TV ArielYour very own beach retreat price includes  2015 Standard Pitch fees includedSiting and connections includedSteps and handrailInventory PackDouble Glazing and Central HeatingGas connectionDigital TV aerial and Fridge and Axle JacksWater connectionFire extinguisher and Smoke AlarmCurrent sewage and water ratesElectricity connectionCurrent Insurance ratesRamtech systemVatSublet options availableDecking / Veranda available ","Beach Road, Kessingland, Lowestoft NR33",52.40974,37587118,sale,1.727085,,1,3,55995,Mobile/park home,Beach Road
Howards,Suffolk,R,"No expense has been spared refurbishing this stunning ""double"" detached park home, situated on this popular and sought after well run residential development just off Victoria Road and being within a short walk of Oulton Broad with all of its boating and leisure facilities. The property has undergone extensive refurbishment and modernisation by the present owners which includes over the past 4 years: A new roof, windows, doors, new radiators to the lpg gas fired central heating system and luxury quality fittings to both the kitchen and bathroom. The remainder of the accommodation includes a splendid lounge with separate dining room and 2 good size bedrooms with fitted furniture. Outside there is a beautifully landscaped, fully enclosed, private garden with its own brick weave drive/parking. Rarely would any client see a property of this quality and standard and an internal viewing is highly recommended to avoid disappointment.Luxury fitted kitchenWith an inset 1½ bowl enamelled sink unit with chrome h&c mixer tap, with cupboards and integrated dishwasher beneath, work surfaces to side with cupboards and drawers beneath, slot in range master with 5 burner gas hob, double oven and grill, further work surface with integrated washing machine, cupboards, integrated fridge/freezer units, a range of matching wall mounted cabinets, glazed display cabinets, attractive ceramic wall tiling, vinyl floor lay, radiator, sealed unit double glazed bay window, shelved airing cupboard housing lpg gas fired boiler for domestic hot water and central heating.Dining room 9'10 (3m) x 8'6 (2.59m)With carpet, radiator, sealed unit double glazed window with inset leaded light, sealed unit double glazed side entrance door, power points, ornamental ceiling beams. Opening to:Splendid lounge 19'6 (5.94m) x 11'6 (3.51m)With 3 sealed unit double glazed bay windows, radiators, carpet, power points, ornamental fireplace with marble inlay with raised marble hearth, fire surround and mantel, display alcove shelving, TV point, power points.Inner hallWith carpet, cloaks cupboard.Bedroom 1 10'8 (3.25m) x 9'6 (2.9m)With carpet, radiator, sealed unit double glazed window with inset leaded light, power points, a range of fitted bedroom furniture comprising of double and single wardrobe cupboards, drawer units, high level storage cabinets.Bedroom 2 10'0 (3.05m) x 9'6 (2.9m)With carpet, radiator, sealed unit double glazed window with inset leaded light, power points, a range of fitted wardrobe cupboards comprising of a double and single wardrobe cupboards, dressing table with drawer units, high level storage cabinets.BathroomA modern white suite comprising of a panel bath with chrome h&c and chrome shower attachment over, pedestal wash basin with chrome h&c, low level WC, vinyl floor lay, sealed unit double glazed window, chrome vertical radiator/towel rail.OutsideTo the front: There is an attractive, open plan, low maintenance pavioured garden with inset shrubbery, outside standing lamp, borders shrubs and flowers, matching pavioured drive to the side providing off-road parking, with gate opening to:To the rear: An attractive, fuly enclosed, larger than average secluded rear garden, with wide paved patio area, lawns, well stocked flower and shrub beds, inset standing lamps, tin storage sheds (with work bench, light and power), brick pavioured pathway, cupboard containing lpg gas bottles, high panel fence screen.Please note: Soffit, facia and guttering have been replaced with UPVC plastic.","Beeches Mobile Home Park, Off Victoria Road NR33",52.47121,37325986,sale,1.7122403,,0,2,124995,Mobile/park home,Off Victoria Road
The Property People,Suffolk,R,"  Super park home located on a popular site, close to all amenities of Oulton Broad! Constructed in 2011, this is a very good size 2 bedroom home (800 sq ft approx) in beautiful condition. Comprising large lounge/diner, shaker style kitchen, wet room (fitted 2014) and enclosed gardens.   UPVC door with inset decorative glass leading to entrance hall  Fitted cupboard, 2 storage heaters. sitting/dining room  Coved and paper ceiling, 2 storage heaters, telephone, TV point, UPVC double glazed window to both side and front aspect, fitted carpet. kitchen  Modern shaker-style kitchen with a range of wall and base units, granite effect worktops, single bowl sink unit with mixer taps, tiled splash backs, coved and papered ceiling, plumbing for washing machine, plumbing for dishwasher, space for fridge freezer, electric tower oven, electric hob with extractor hood over, vinyl flooring. bedroom one  Coved and papered ceiling, built in triple wardrobe and dressing table with drawers, storage heater, TV point, UPVC double glazed window to side aspect, fitted carpet. bedroom two  Coved and papered ceiling, storage heater, UPVC double glazed window to rear aspect, 2 built in double wardrobes, fitted carpet. wet room  White suite comprising triton shower, vanity wash basin, tiled splash backs, WC, electrc towel rail, coved and papered ceiling, extractor with shower light, UPVC double glazed window to front aspect, Dimplex wall heater, wet room floor. outside  Communal parking in car park, enclosed rear garden with fencing, shingle and gate to front aspect.Please note:Over 55's OnlyNo petsPitch fees: £101.01 pcmWater supply: £21.74 pcmInformation taken from 2014 statement.All viewings strictly by appointment only with The Property People Estate Agents. ","Beeches Mobile Homes Park, Victoria Road, Lowestoft NR33",52.47121,37523293,sale,1.7122403,,1,2,120000,Mobile/park home,Victoria Road
Glyn Jones,West Sussex,R,Large Double Unit Park Home | Semi - Rural Location | Two Double Bedrooms | Study | Spacious Lounge / Dining Room | Kitchen With Utility | Modern Shower Room | Fully Residential Park | Parking | Good Size Fully Surrounding Gardens | Must Be Viewed,"Beechfield Park, Hook Lane, Aldingbourne PO20",50.83148,36107279,sale,-0.673907,,1,3,79950,Mobile/park home,Aldingbourne
Glyn Jones,West Sussex,R,"Living room 17' 1"" x 10' 11"" (5.21m x 3.33m)  kitchen/breakfast room 17' 2"" x 8' 5"" (5.23m x 2.57m)  bedroom one 13' 9"" x 9' 5"" (4.19m x 2.87m)  bedroom two 9' 6"" x 7' 11"" (2.9m x 2.41m)  bathroom 6' 9"" x 5' 6"" (2.06m x 1.68m)  ","Beechfield Park, Hook Lane, Aldingbourne PO20",50.83148,36596837,sale,-0.673907,,1,2,69950,Mobile/park home,Aldingbourne
Glyn Jones,West Sussex,R,Double Unit Park Home | Semi - Rural Location | Two Double Bedrooms | Spacious Lounge | Dining Room | Kitchen | En-Suite Shower Room | Master Bathroom | Fully Residential Park | Pets Allowed | Parking | Good Size Gardens | Must Be Viewed | Very Good Order | No Onward Chain | EPC N/A,"Beechfield Park, Hook Lane, Aldingbourne PO20",50.83148,37568047,sale,-0.673907,,2,2,49950,Mobile/park home,Aldingbourne
Glyn Jones,West Sussex,R,"Lounge 16' 4"" x 11' 1"" (4.98m x 3.38m)  dining area 8' 6"" x 7' 11"" (2.59m x 2.41m)  kitchen 11' 5"" x 7' 11"" (3.48m x 2.41m)  bedroom one 9' 4"" x 8' 8"" (2.84m x 2.64m)  bedroom two 9' 3"" x 8' (2.82m x 2.44m)  bathroom 6' 6"" x 6' 3"" (1.98m x 1.91m)  ensuite / dressing area 9' 3"" x 6' 6"" (2.82m x 1.98m)  ","Beechfield Park, Hook Lane, Aldingbourne, Chichester PO20",50.83148,32873302,sale,-0.673907,True,2,2,185000,Mobile/park home,Aldingbourne
Glyn Jones,West Sussex,R,"Entrance hall   lounge 14' 09"" x 10' 02"" (4.5m x 3.1m)  kitchen 17' 0"" x 9' 02"" (5.18m x 2.79m)  bedroom one 9' 8"" x 9' 6"" (2.95m x 2.9m)  bedroom two 9' 7"" x 9' 6"" (2.92m x 2.9m)  bathroom 6' 6"" x 4' 11"" (1.98m x 1.5m)  ","Beechfield Park, Hook Lane, Aldingbourne, Chichester PO20",50.83148,36608850,sale,-0.673907,,1,2,35500,Mobile/park home,Aldingbourne
